KEY_CODE,HTKSYORI,HTKSAKI,GASSAN,T001101001,T001101002,T001101003,T001101004,T001101005,T001101006,T001101007,T001101008,T001101009,T001101010,T001101011,T001101012,T001101013,T001101014,T001101015,T001101016,T001101017,T001101018,T001101019,T001101020,T001101021,T001101022,T001101023,T001101024,T001101025,T001101026,T001101027,T001101028,T001101029,T001101030,T001101031,T001101032,T001101033,T001101034,T001101035,T001101036,T001101037,T001101038,T001101039,T001101040,T001101041,T001101042,T001101043,T001101044,T001101045,T001101046,T001101047,T001101048,T001101049,T001101050
,,,,Å@êlå˚ÅiëçêîÅj,Å@êlå˚ÅiëçêîÅjÅ@íj,Å@êlå˚ÅiëçêîÅjÅ@èó,Å@ÇOÅ`ÇPÇSçŒêlå˚Å@ëçêî,Å@ÇOÅ`ÇPÇSçŒêlå˚Å@íj,Å@ÇOÅ`ÇPÇSçŒêlå˚Å@èó,Å@ÇPÇTçŒà»è„êlå˚Å@ëçêî,Å@ÇPÇTçŒà»è„êlå˚Å@íj,Å@ÇPÇTçŒà»è„êlå˚Å@èó,Å@ÇPÇTÅ`ÇUÇSçŒêlå˚Å@ëçêî,Å@ÇPÇTÅ`ÇUÇSçŒêlå˚Å@íj,Å@ÇPÇTÅ`ÇUÇSçŒêlå˚Å@èó,Å@ÇPÇWçŒà»è„êlå˚Å@ëçêî,Å@ÇPÇWçŒà»è„êlå˚Å@íj,Å@ÇPÇWçŒà»è„êlå˚Å@èó,Å@ÇQÇOçŒà»è„êlå˚Å@ëçêî,Å@ÇQÇOçŒà»è„êlå˚Å@íj,Å@ÇQÇOçŒà»è„êlå˚Å@èó,Å@ÇUÇTçŒà»è„êlå˚Å@ëçêî,Å@ÇUÇTçŒà»è„êlå˚Å@íj,Å@ÇUÇTçŒà»è„êlå˚Å@èó,Å@ÇVÇTçŒà»è„êlå˚Å@ëçêî,Å@ÇVÇTçŒà»è„êlå˚Å@íj,Å@ÇVÇTçŒà»è„êlå˚Å@èó,Å@ÇWÇTçŒà»è„êlå˚Å@ëçêî,Å@ÇWÇTçŒà»è„êlå˚Å@íj,Å@ÇWÇTçŒà»è„êlå˚Å@èó,Å@ÇXÇTçŒà»è„êlå˚Å@ëçêî,Å@ÇXÇTçŒà»è„êlå˚Å@íj,Å@ÇXÇTçŒà»è„êlå˚Å@èó,Å@äOçëêlêlå˚Å@ëçêî,Å@äOçëêlêlå˚Å@íj,Å@äOçëêlêlå˚Å@èó,Å@ê¢ë—ëçêî,Å@àÍî ê¢ë—êî,Å@ÇPêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇQêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇRêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇSêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇTêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇUêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇVêlà»è„ê¢ë—êîÅ@àÍî ê¢ë—êî,Å@êeë∞ÇÃÇ›ÇÃê¢ë—êîÅ@àÍî ê¢ë—êî,Å@äjâ∆ë∞ê¢ë—êîÅ@àÍî ê¢ë—êî,Å@äjâ∆ë∞à»äOÇÃê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇUçŒñ¢ñûê¢ë—àıÇÃÇ¢ÇÈê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇUÇTçŒà»è„ê¢ë—àıÇÃÇ¢ÇÈê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ê¢ë—éÂÇÃîNóÓÇ™ÇQÇOÅ`ÇQÇXçŒÇÃÇPêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@çÇóÓíPêgê¢ë—êîÅ@àÍî ê¢ë—êî,Å@çÇóÓïvïwê¢ë—êîÅ@àÍî ê¢ë—êî
524052752,0,,,207,97,110,12,6,6,195,91,104,84,44,40,194,91,103,192,90,102,111,47,64,59,21,38,24,7,17,0,0,0,0,0,0,95,95,31,40,9,10,4,0,1,63,53,10,3,77,3,23,22
524052753,0,,,1201,587,614,107,62,45,1073,508,565,558,295,263,1050,499,551,1027,484,543,515,213,302,289,122,167,97,35,62,6,1,5,9,3,6,570,570,243,164,80,42,30,7,4,324,247,77,27,363,27,132,83
524052754,0,,,574,294,280,46,23,23,520,265,255,313,171,142,514,260,254,465,235,230,207,94,113,120,51,69,44,11,33,7,0,7,9,3,6,334,332,203,76,29,12,7,4,1,124,106,18,12,133,63,54,34
524052761,0,,,43,19,24,4,1,3,39,18,21,18,10,8,39,18,21,39,18,21,21,8,13,14,5,9,5,1,4,0,0,0,1,0,1,19,19,6,7,5,0,0,0,1,13,8,5,1,16,0,4,3
524052763,0,,,166,80,86,10,5,5,156,75,81,75,39,36,153,73,80,149,71,78,81,36,45,39,13,26,11,3,8,0,0,0,1,1,0,82,82,36,23,15,4,2,1,1,46,35,11,1,55,3,18,10
524052801,0,,,50,28,22,5,2,3,45,26,19,32,18,14,44,25,19,44,25,19,13,8,5,6,3,3,1,1,0,0,0,0,0,0,0,17,17,5,3,3,3,1,1,1,12,8,4,2,9,0,2,0
524052803,0,,,133,68,65,15,11,4,118,57,61,61,35,26,118,57,61,116,57,59,57,22,35,34,13,21,16,4,12,0,0,0,0,0,0,50,50,9,24,5,6,2,2,2,41,32,9,5,36,0,6,15
524052804,0,,,35,18,17,3,2,1,32,16,16,19,9,10,31,15,16,30,15,15,13,7,6,5,2,3,0,0,0,0,0,0,0,0,0,13,13,3,5,1,2,1,1,0,10,6,4,2,10,0,2,2
524052811,1,,524052814,82,37,45,6,2,4,82,38,44,32,14,18,82,38,44,81,37,44,50,24,26,20,11,9,9,4,5,0,0,0,1,1,0,38,38,12,21,4,2,3,0,0,29,24,5,1,31,0,7,16
524052812,0,,,47,21,26,3,0,3,44,21,23,11,4,7,43,21,22,43,21,22,33,17,16,11,5,6,3,2,1,0,0,0,0,0,0,26,26,9,15,0,2,0,0,0,17,17,0,1,22,0,8,12
524052813,0,,,46,17,29,4,1,3,42,16,26,24,10,14,41,16,25,41,16,25,18,6,12,10,3,7,6,2,4,0,0,0,0,0,0,15,15,1,7,2,2,2,0,1,14,8,6,0,13,0,0,3
524052814,2,524052811,,7,4,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
524052821,1,,524052824,63,31,32,6,2,4,59,30,29,27,13,14,59,30,29,59,30,29,32,17,15,12,7,5,4,2,2,0,0,0,0,0,0,36,36,20,12,3,3,0,0,0,18,17,1,3,22,2,10,8
524052822,0,,,29,13,16,0,0,0,29,13,16,10,4,6,29,13,16,29,13,16,19,9,10,7,4,3,1,0,1,0,0,0,0,0,0,16,16,5,9,2,0,0,0,0,11,10,1,0,12,0,5,6
524052823,0,,,24,10,14,2,0,2,22,10,12,5,2,3,22,10,12,22,10,12,17,8,9,7,2,5,1,0,1,0,0,0,0,0,0,15,15,8,6,0,1,0,0,0,6,6,0,1,13,0,8,4
524052824,2,524052821,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
524052832,0,,,273,138,135,20,10,10,253,128,125,125,70,55,247,125,122,242,120,122,128,58,70,76,30,46,23,8,15,1,0,1,1,0,1,116,116,27,53,18,12,3,1,2,87,68,19,5,91,1,21,29
524052834,0,,,20,9,11,0,0,0,20,9,11,11,5,6,20,9,11,19,8,11,9,4,5,7,3,4,0,0,0,0,0,0,0,0,0,11,11,5,4,1,1,0,0,0,6,5,1,0,8,0,4,1
524052841,0,,,134,78,56,14,11,3,119,66,53,66,41,25,118,65,53,113,62,51,53,25,28,25,8,17,11,2,9,1,0,1,2,1,1,63,63,28,16,12,2,3,0,2,33,25,8,2,35,14,8,7
524052842,1,,524052843;524052844,447,248,199,28,19,9,413,226,187,266,166,100,411,225,186,371,198,173,147,60,87,72,26,46,29,9,20,2,2,0,3,2,1,282,282,216,57,21,5,6,3,2,93,80,13,7,102,67,38,29
524052843,2,524052842,,27,25,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,26,25,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
524052844,2,524052842,,3,3,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
524052851,0,,,434,224,210,50,24,26,379,196,183,245,142,103,371,191,180,338,166,172,134,54,80,80,27,53,38,8,30,5,0,5,15,6,9,244,243,147,52,17,13,11,2,1,95,80,15,13,87,56,35,27
524052852,0,,,612,339,273,28,14,14,559,304,255,284,179,105,552,300,252,523,276,247,275,125,150,149,62,87,57,16,41,8,2,6,21,14,7,351,348,215,91,23,7,8,3,1,132,117,15,8,169,50,82,41
524052853,0,,,939,532,407,69,34,35,867,496,371,566,366,200,842,484,358,744,399,345,301,130,171,172,72,100,45,14,31,2,1,1,4,4,0,558,558,339,119,55,31,11,3,0,218,199,19,23,211,137,84,62
524052854,0,,,321,181,140,25,15,10,293,165,128,219,132,87,276,159,117,242,132,110,74,33,41,32,15,17,7,1,6,2,0,2,4,2,2,169,169,94,34,16,15,9,1,0,75,67,8,6,48,44,15,14
524052861,0,,,196,98,98,14,5,9,181,92,89,111,63,48,177,91,86,168,85,83,70,29,41,40,15,25,17,5,12,1,1,0,3,0,3,109,109,58,33,8,5,4,0,1,50,43,7,2,53,19,22,14
524052863,0,,,310,156,154,21,11,10,289,145,144,150,81,69,285,142,143,281,140,141,139,64,75,73,29,44,22,9,13,3,1,2,1,0,1,130,130,43,44,14,16,9,2,2,87,65,22,6,96,7,26,25
524052864,0,,,41,22,19,4,2,2,37,20,17,20,12,8,37,20,17,35,19,16,17,8,9,8,4,4,3,1,2,0,0,0,0,0,0,18,18,6,9,0,1,0,1,1,12,9,3,1,10,4,0,5
524052901,0,,,79,44,35,3,3,0,76,41,35,35,24,11,76,41,35,76,41,35,41,17,24,20,7,13,10,3,7,0,0,0,6,6,0,38,38,17,8,9,2,1,1,0,21,13,8,2,27,2,10,3
524052902,1,,524052904,38,21,17,2,1,1,42,23,19,20,12,8,42,23,19,41,22,19,22,11,11,14,5,9,5,2,3,0,0,0,0,0,0,20,20,7,9,5,1,0,0,0,15,14,1,1,16,0,6,4
524052904,2,524052902,,6,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
524052911,1,,524052912,36,20,16,2,2,0,37,20,17,22,13,9,36,19,17,35,18,17,15,7,8,8,2,6,4,1,3,0,0,0,0,0,0,13,13,1,9,2,1,2,0,0,14,10,4,0,9,0,0,4
524052912,2,524052911,,3,2,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
524052913,1,,524052914,44,23,21,0,0,0,49,24,25,18,9,9,48,24,24,48,24,24,31,15,16,18,6,12,4,1,3,0,0,0,0,0,0,25,25,15,9,4,1,0,0,0,14,12,2,0,24,0,11,6
524052914,2,524052913,,5,1,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
524052922,2,524052923,,8,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
524052923,1,,524052922,36,16,20,3,0,3,41,20,21,19,8,11,40,20,20,40,20,20,22,12,10,12,6,6,2,0,2,0,0,0,0,0,0,15,15,4,9,1,1,3,0,0,14,10,4,1,15,0,3,6
524052924,0,,,12,8,4,2,2,0,10,6,4,4,1,3,10,6,4,10,6,4,6,5,1,1,1,0,1,1,0,0,0,0,0,0,0,5,5,1,2,1,1,0,0,0,4,2,2,0,3,0,0,1
524052932,0,,,24,17,7,0,0,0,24,17,7,14,11,3,24,17,7,19,13,6,10,6,4,5,3,2,1,0,1,0,0,0,0,0,0,18,18,14,2,2,0,0,0,0,4,3,1,0,6,6,2,2
524052941,0,,,21,9,12,4,2,2,17,7,10,9,5,4,17,7,10,17,7,10,8,2,6,5,1,4,1,0,1,0,0,0,0,0,0,10,10,4,4,0,1,1,0,0,6,5,1,1,7,0,3,1
524052942,0,,,246,119,127,39,17,22,207,102,105,175,88,87,198,99,99,187,95,92,32,14,18,15,4,11,5,1,4,0,0,0,1,0,1,114,114,50,27,18,11,5,2,1,64,58,6,8,26,22,10,6
524052943,0,,,40,28,12,0,0,0,40,28,12,32,24,8,38,26,12,26,16,10,8,4,4,5,2,3,0,0,0,0,0,0,0,0,0,28,28,20,5,2,1,0,0,0,8,7,1,0,6,7,2,3
524052944,0,,,152,123,29,1,1,0,151,122,29,141,116,25,150,122,28,117,95,22,10,6,4,5,3,2,3,2,1,0,0,0,0,0,0,136,136,127,3,5,1,0,0,0,9,8,1,0,7,89,3,1
524052951,1,,524052953,480,264,216,41,21,20,430,235,195,338,196,142,421,231,190,378,203,175,92,39,53,37,14,23,15,4,11,0,0,0,0,0,0,282,282,172,57,28,19,7,0,0,111,101,10,13,62,82,15,21
524052952,0,,,243,150,93,24,11,13,219,139,80,180,120,60,215,137,78,171,105,66,39,19,20,14,5,9,1,1,0,0,0,0,6,5,1,161,161,119,20,9,9,3,1,0,42,37,5,5,29,60,11,6
524052953,2,524052951,,1,0,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
524052961,0,,,42,21,21,6,3,3,36,18,18,20,12,8,36,18,18,35,18,17,16,6,10,8,3,5,3,2,1,0,0,0,0,0,0,19,19,6,8,3,0,1,1,0,13,10,3,2,12,0,3,3
524052962,0,,,50,32,18,0,0,0,50,32,18,35,26,9,49,31,18,45,27,18,15,6,9,11,3,8,3,0,3,1,0,1,0,0,0,31,31,22,3,2,4,0,0,0,9,6,3,0,10,15,3,2
524052963,0,,,92,47,45,0,0,0,92,47,45,43,28,15,92,47,45,89,44,45,49,19,30,21,5,16,7,1,6,0,0,0,0,0,0,50,50,22,18,6,4,0,0,0,28,22,6,0,35,1,12,8
524052964,0,,,235,126,109,18,12,6,216,113,103,117,71,46,213,111,102,206,105,101,99,42,57,54,17,37,21,6,15,1,0,1,3,2,1,114,114,56,27,15,6,6,2,2,58,41,17,6,67,17,23,15
524060043,1,,524060044;524060141;524060144,43,22,21,0,0,0,52,29,23,24,14,10,52,29,23,52,29,23,28,15,13,10,4,6,3,2,1,1,1,0,6,3,3,21,21,14,12,2,2,1,0,0,16,13,3,0,19,3,5,7
524060044,2,524060043,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
524060101,0,,,105,24,81,0,0,0,105,24,81,0,0,0,105,24,81,105,24,81,105,24,81,94,21,73,60,14,46,8,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524060102,0,,,129,47,82,0,0,0,129,47,82,0,0,0,129,47,82,129,47,82,129,47,82,122,44,78,65,19,46,6,2,4,0,0,0,29,28,0,28,0,0,0,0,0,28,28,0,0,28,0,0,28
524060104,0,,,24,11,13,0,0,0,24,11,13,0,0,0,24,11,13,24,11,13,24,11,13,24,11,13,13,7,6,0,0,0,0,0,0,12,11,0,11,0,0,0,0,0,11,11,0,0,11,0,0,11
524060113,2,524060212,,7,3,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
524060141,2,524060043,,6,5,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,6,6,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
524060144,2,524060043,,6,4,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
524060204,0,,,21,9,12,1,1,0,20,8,12,11,5,6,20,8,12,20,8,12,9,3,6,6,2,4,4,1,3,0,0,0,0,0,0,6,6,0,0,4,1,1,0,0,6,1,5,1,5,0,0,0
524060212,1,,524060113;524060214,4,2,2,0,0,0,16,7,9,7,4,3,16,7,9,15,6,9,9,3,6,6,2,4,1,0,1,1,0,1,0,0,0,2,2,2,0,2,2,0,0,0,4,2,2,0,5,0,2,0
524060213,0,,,15,8,7,0,0,0,15,8,7,10,5,5,15,8,7,14,8,6,5,3,2,4,3,1,3,2,1,0,0,0,0,0,0,6,6,2,1,1,2,0,0,0,4,2,2,0,4,0,1,0
524060214,2,524060212,,5,2,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
524060242,2,524060244,,5,3,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
524060244,1,,524060242;524060342,8,3,5,0,0,0,17,8,9,9,4,5,17,8,9,17,8,9,8,4,4,8,4,4,4,3,1,0,0,0,0,0,0,2,2,1,1,3,0,1,0,0,5,4,1,0,5,0,1,0
524060253,1,,524060261,17,6,11,0,0,0,21,8,13,9,4,5,21,8,13,20,8,12,12,4,8,8,1,7,4,1,3,0,0,0,0,0,0,8,8,4,4,0,1,1,0,0,6,4,2,0,10,0,4,2
524060261,2,524060253,,4,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
524060311,0,,,44,23,21,2,1,1,42,22,20,16,9,7,42,22,20,42,22,20,26,13,13,13,6,7,3,2,1,0,0,0,0,0,0,18,18,4,8,2,3,0,1,0,14,11,3,0,17,0,3,6
524060313,0,,,16,8,8,0,0,0,16,8,8,5,3,2,16,8,8,16,8,8,11,5,6,8,3,5,6,3,3,1,1,0,0,0,0,6,6,1,1,3,1,0,0,0,5,3,2,0,6,0,1,1
524060314,0,,,44,21,23,0,0,0,44,21,23,23,12,11,44,21,23,43,20,23,21,9,12,15,5,10,6,2,4,1,0,1,0,0,0,14,14,2,5,1,3,1,2,0,12,6,6,0,12,0,1,2
524060324,0,,,11,4,7,2,0,2,9,4,5,7,3,4,9,4,5,8,4,4,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,4,4,1,1,1,0,1,0,0,3,2,1,0,1,0,0,1
524060331,2,524060333,,10,6,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
524060333,1,,524060331,7,3,4,2,2,0,15,7,8,6,2,4,14,6,8,14,6,8,9,5,4,3,1,2,2,0,2,0,0,0,0,0,0,3,3,1,2,2,0,0,1,0,5,2,3,0,5,0,1,1
524060342,2,524060244,,4,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
524060352,0,,,14,8,6,0,0,0,14,8,6,6,3,3,14,8,6,14,8,6,8,5,3,3,2,1,2,2,0,0,0,0,1,0,1,6,6,1,2,3,0,0,0,0,5,4,1,0,5,0,1,1
524060412,0,,,34,17,17,1,1,0,33,16,17,18,9,9,32,15,17,32,15,17,15,7,8,10,5,5,3,1,2,0,0,0,1,0,1,14,14,2,6,4,2,0,0,0,12,10,2,0,10,0,1,2
524060413,0,,,12,5,7,0,0,0,12,5,7,5,3,2,12,5,7,12,5,7,7,2,5,4,2,2,2,1,1,0,0,0,0,0,0,4,4,0,2,0,2,0,0,0,4,2,2,0,4,0,0,1
524060414,0,,,19,8,11,1,0,1,18,8,10,12,5,7,16,7,9,16,7,9,6,3,3,3,2,1,1,1,0,0,0,0,0,0,0,8,8,2,2,3,1,0,0,0,6,5,1,1,3,0,0,1
524060424,2,524060433,,6,2,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
524060433,1,,524060424,24,11,13,4,1,3,26,12,14,13,7,6,22,10,12,22,10,12,13,5,8,4,1,3,1,0,1,0,0,0,0,0,0,6,6,2,2,3,0,0,0,2,7,4,3,0,9,0,2,2
524060452,0,,,11,6,5,0,0,0,11,6,5,6,3,3,11,6,5,11,6,5,5,3,2,1,1,0,0,0,0,0,0,0,0,0,0,4,4,0,1,3,0,0,0,0,4,4,0,0,3,0,0,1
524060453,2,524060454,,6,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
524060454,1,,524060453,32,18,14,1,0,1,37,21,16,20,12,8,37,21,16,36,20,16,17,9,8,6,2,4,3,1,2,0,0,0,0,0,0,11,11,2,4,2,4,0,1,0,11,8,3,0,10,0,1,3
524060511,0,,,24,13,11,3,3,0,21,10,11,11,7,4,21,10,11,21,10,11,10,3,7,5,0,5,2,0,2,0,0,0,0,0,0,7,7,2,1,1,1,0,1,1,5,2,3,1,6,0,2,0
524060512,1,,524060513,15,8,7,0,0,0,19,9,10,8,5,3,19,9,10,19,9,10,11,4,7,5,1,4,3,1,2,0,0,0,0,0,0,7,7,3,3,2,1,0,0,0,6,5,1,0,7,0,2,1
524060513,2,524060512,,4,1,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
524060514,0,,,19,12,7,1,1,0,18,11,7,10,7,3,17,11,6,17,11,6,8,4,4,1,0,1,0,0,0,0,0,0,0,0,0,8,8,2,2,3,1,0,0,0,6,5,1,0,5,0,0,2
524060521,0,,,28,11,17,1,0,1,27,11,16,13,6,7,27,11,16,26,11,15,14,5,9,3,0,3,1,0,1,0,0,0,0,0,0,12,12,3,4,4,0,1,0,0,9,7,2,0,9,0,3,2
524060522,2,524060523,,8,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
524060523,1,,524060522;524060524,30,15,15,2,1,1,44,21,23,19,9,10,43,21,22,43,21,22,25,12,13,12,4,8,6,2,4,0,0,0,0,0,0,15,15,7,11,3,2,0,0,0,16,13,3,0,18,0,5,5
524060524,2,524060523,,8,3,5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
524060551,2,524060552,,6,4,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
524060552,1,,524060551,9,4,5,1,1,0,14,7,7,5,2,3,14,7,7,14,7,7,9,5,4,5,1,4,1,0,1,0,0,0,0,0,0,5,5,3,2,1,0,1,0,0,4,3,1,0,6,0,3,2
524060554,0,,,20,10,10,2,1,1,18,9,9,9,5,4,18,9,9,18,9,9,9,4,5,6,3,3,3,1,2,0,0,0,0,0,0,7,7,1,2,2,1,1,0,0,6,4,2,0,5,0,0,1
524060604,2,524060711,,3,2,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
524060612,1,,524060614,76,38,38,6,5,1,70,33,37,33,18,15,70,33,37,69,32,37,37,15,22,15,5,10,7,2,5,0,0,0,0,0,0,29,29,6,11,7,4,1,0,1,24,16,8,1,25,0,3,6
524060613,0,,,15,8,7,2,1,1,13,7,6,4,3,1,13,7,6,13,7,6,9,4,5,5,1,4,1,1,0,0,0,0,0,0,0,6,6,1,4,0,0,0,1,0,4,3,1,0,6,0,1,1
524060614,2,524060612,,1,0,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
524060621,0,,,66,29,37,2,0,2,64,29,35,22,12,10,62,27,35,62,27,35,42,17,25,17,6,11,3,0,3,0,0,0,0,0,0,34,34,13,14,5,1,0,1,0,21,17,4,0,28,0,9,9
524060652,2,524060654,,8,5,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
524060654,1,,524060652,22,11,11,3,2,1,27,14,13,15,9,6,26,14,12,26,14,12,12,5,7,7,3,4,4,1,3,0,0,0,1,0,1,7,7,0,3,4,3,0,0,0,10,7,3,1,9,0,0,1
524060661,2,524060663,,11,4,7,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
524060663,1,,524060661;524060664,17,9,8,3,1,2,29,15,14,9,4,5,29,15,14,29,15,14,20,11,9,8,3,5,5,2,3,0,0,0,0,0,0,8,8,4,5,2,1,0,0,1,9,6,3,0,11,0,3,3
524060664,2,524060663,,4,3,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
524060674,0,,,49,25,24,4,2,2,45,23,22,20,10,10,45,23,22,44,23,21,25,13,12,10,4,6,5,2,3,0,0,0,0,0,0,20,20,7,6,4,1,0,1,1,13,9,4,2,18,0,5,4
524060693,2,524060791,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
524060701,0,,,9,5,4,0,0,0,9,5,4,3,1,2,9,5,4,9,5,4,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,1,2,0,0,0,0,3,3,0,0,4,0,1,1
524060702,2,524060704,,7,3,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
524060703,0,,,64,34,30,7,5,2,57,29,28,25,15,10,57,29,28,57,29,28,32,14,18,11,5,6,2,1,1,0,0,0,0,0,0,26,26,7,11,5,0,0,1,2,19,16,3,2,20,0,4,7
